0.0000000000e+00  1.5513993872e-06 
1.2500000000e-02  4.5798094812e-06 
2.5000000000e-02  1.2568856185e-05 
3.7500000000e-02  3.2218538972e-05 
5.0000000000e-02  7.7476150777e-05 
6.2500000000e-02  1.7546716034e-04 
7.5000000000e-02  3.7562166220e-04 
8.7500000000e-02  7.6254654539e-04 
1.0000000000e-01  1.4725499065e-03 
1.1250000000e-01  2.7126769373e-03 
1.2500000000e-01  4.7797990996e-03 
1.3750000000e-01  8.0760146120e-03 
1.5000000000e-01  1.3115788298e-02 
1.6250000000e-01  2.0520294044e-02 
1.7500000000e-01  3.0995567519e-02 
1.8750000000e-01  4.5293279735e-02 
2.0000000000e-01  6.4155823397e-02 
2.1250000000e-01  8.8250340171e-02 
2.2500000000e-01  1.1809862127e-01 
2.3750000000e-01  1.5401094590e-01 
2.5000000000e-01  1.9603164644e-01 
2.6250000000e-01  2.4390262509e-01 
2.7500000000e-01  2.9704860646e-01 
2.8750000000e-01  3.5458514890e-01 
3.0000000000e-01  4.1534789393e-01 
3.1250000000e-01  4.7793959486e-01 
3.2500000000e-01  5.4079031455e-01 
3.3750000000e-01  6.0222580187e-01 
3.5000000000e-01  6.6053928990e-01 
3.6250000000e-01  7.1406258926e-01 
3.7500000000e-01  7.6123316043e-01 
3.8750000000e-01  8.0065467145e-01 
4.0000000000e-01  8.3114927405e-01 
4.1250000000e-01  8.5180041249e-01 
4.2500000000e-01  8.6198540969e-01 
4.3750000000e-01  8.6139737193e-01 
4.5000000000e-01  8.5005614820e-01 
4.6250000000e-01  8.2830820339e-01 
4.7500000000e-01  7.9681534776e-01 
4.8750000000e-01  7.5653233854e-01 
5.0000000000e-01  7.0867346999e-01 
5.1250000000e-01  6.5466844237e-01 
5.2500000000e-01  5.9610810912e-01 
5.3750000000e-01  5.3468120920e-01 
5.5000000000e-01  4.7210394836e-01 
5.6250000000e-01  4.1004529354e-01 
5.7500000000e-01  3.5005199309e-01 
5.8750000000e-01  2.9347841789e-01 
6.0000000000e-01  2.4142701960e-01 
6.1250000000e-01  1.9470517758e-01 
6.2500000000e-01  1.5380319457e-01 
6.3750000000e-01  1.1889615454e-01 
6.5000000000e-01  8.9869513899e-02 
6.6250000000e-01  6.6365173008e-02 
6.7500000000e-01  4.7842034791e-02 
6.8750000000e-01  3.3643322846e-02 
7.0000000000e-01  2.3062586793e-02 
7.1250000000e-01  1.5401392288e-02 
7.2500000000e-01  1.0013846392e-02 
7.3750000000e-01  6.3357777312e-03 
7.5000000000e-01  3.8989554753e-03 
7.6250000000e-01  2.3326966654e-03 
7.7500000000e-01  1.3563190846e-03 
7.8750000000e-01  7.6614173524e-04 
8.0000000000e-01  4.2030683121e-04 
8.1250000000e-01  2.2387984183e-04 
8.2500000000e-01  1.1575743606e-04 
8.3750000000e-01  5.8086297860e-05 
8.5000000000e-01  2.8281648969e-05 
8.6250000000e-01  1.3358745307e-05 
8.7500000000e-01  6.1205038441e-06 
8.8750000000e-01  2.7196041968e-06 
9.0000000000e-01  1.1718298567e-06 
9.1250000000e-01  4.8960902058e-07 
9.2500000000e-01  1.9861808972e-07 
9.3750000000e-01  7.9677980860e-08 
9.5000000000e-01  3.8287127404e-08 
9.6250000000e-01  4.7508514968e-08 
9.7500000000e-01  1.4348096900e-07 
9.8750000000e-01  4.8683762869e-07 
1.0000000000e+00  1.5513993872e-06 
